Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,user_review
The Book of Unwritten Tales 2,PlayStation 4,2015.0,Adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07,7
Batman: Rise of Sin Tzu,Game Boy Advance,2003.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,7
R-Type Command,PSP,2007.0,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07,7
Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,8
Rayman Arena,Xbox,,Racing,Unknown,0.05,0.01,0.0,0.0,0.07,
The King of Fighters 02/03,PlayStation 2,2005.0,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,9
Armored Core: Nine Breaker,PlayStation 2,2004.0,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,9
Fairy Fencer F: Advent Dark Force,PlayStation 4,2015.0,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,7
Worms 3D,GameCube,2003.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,8
Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,8
Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,7
TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,6
The Guided Fate Paradox,PlayStation 3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,8
Karaoke Revolution Party,Xbox,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,
MotorStorm RC,PlayStation Vita,2012.0,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,7
Fallout: Brotherhood of Steel,PlayStation 2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,4
One Piece: Unlimited World Red,Wii U,2014.0,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.07,8
Top Gun,PlayStation 3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,4
Gunstar Super Heroes,Game Boy Advance,2005.0,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,8
Worms Forts: Under Siege,Xbox,2004.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,8
Pro Evolution Soccer 2015,PC,2014.0,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07,6
Full Spectrum Warrior: Ten Hammers,PlayStation 2,2006.0,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,8
NHL Hitz Pro,Xbox,2003.0,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,8
Wings of War,Xbox,2004.0,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,5
Jam Sessions 2,DS,2009.0,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.06,
Orcs & Elves,DS,2007.0,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06,8
RPG Maker 3,PlayStation 2,2004.0,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,8
Zatch Bell! Mamodo Battles,GameCube,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,
Kabuki Warriors,Xbox,2001.0,Action,Genki,0.05,0.01,0.0,0.0,0.06,2
Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,8
The LEGO Movie Videogame,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,7
Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,5
World Poker Tour,Xbox,2005.0,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,6
Pirates: The Legend of Black Kat,Xbox,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,8
Elite Forces: Unit 77,DS,2009.0,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,
My Pet Shop,DS,2008.0,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,
Miami Vice: The Game,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,7
BMX XXX,GameCube,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,4
Broken Sword 5: The Serpent's Curse,PlayStation 4,2015.0,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.06,7
Disney's Magical Quest 2 Starring Mickey and Minnie,Game Boy Advance,2003.0,Action,Capcom,0.05,0.02,0.0,0.0,0.06,
Aggressive Inline,Xbox,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,7
Frogger: Helmet Chaos,DS,2005.0,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,7
Legend of the Dragon,Wii,2007.0,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,5
Monster Madness: Grave Danger,PlayStation 3,2008.0,Shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.06,
Samurai Warriors Chronicles 3,PlayStation Vita,2014.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,8
Gallop Racer 2004,PlayStation 2,2004.0,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,9
Rayman: Hoodlum's Revenge,Game Boy Advance,2005.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,6
Octomania,Wii,2007.0,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,
F1 2001,Xbox,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,5
Crimson Gem Saga,PSP,2008.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,8
Cel Damage,GameCube,2002.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,7
Bionicle Heroes,DS,2006.0,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,7
Ratchet & Clank Collection,PlayStation Vita,2014.0,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.06,8
The Pinball of the Dead,Game Boy Advance,2002.0,Misc,Sega,0.05,0.02,0.0,0.0,0.06,7
Arc the Lad: End of Darkness,PlayStation 2,2004.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,4
The King of Route 66,PlayStation 2,2003.0,Racing,Sega,0.03,0.02,0.0,0.01,0.06,
Land of the Dead: Road to Fiddler's Green,Xbox,2005.0,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,6
Age of Empires Online,PC,2011.0,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,6
Mystic Heroes,PlayStation 2,2002.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,9
Tron 2.0: Killer App,Game Boy Advance,2004.0,Action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06,
Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,7
Unchained Blades,PSP,2011.0,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,7
Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,7
Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06,7
Song of the Deep,PlayStation 4,2016.0,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,7
Earth Defense Force 2017 Portable,PlayStation Vita,2012.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,8
Championship Surfer,PlayStation,2000.0,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,
Unreal Tournament III,PC,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,8
Mad Maestro!,PlayStation 2,2001.0,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,9
Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,8
Giants: Citizen Kabuto,PlayStation 2,2001.0,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,7
Muppets Party Cruise,PlayStation 2,2003.0,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,7
Arkanoid DS,DS,2007.0,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,8
Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06,8
Cold Fear,Xbox,2005.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,8
Zero Escape: Zero Time Dilemma,PlayStation Vita,2016.0,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,8
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009.0,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,9
Big Bang Mini,DS,2009.0,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,8
Call of Cthulhu: Dark Corners of the Earth,Xbox,2005.0,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,8
The Witcher,PC,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,9
Vexx,GameCube,2003.0,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,7
Batman: Rise of Sin Tzu,GameCube,2003.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,
Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,7
Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06,6
Disney Sports Skateboarding,GameCube,2002.0,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06,5
Terminator 3: The Redemption,Xbox,2004.0,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,7
Serious Sam II,Xbox,2005.0,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,6
Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.01,0.06,7
Flipnic: Ultimate Pinball,PlayStation 2,2003.0,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,8
Worms Blast,GameCube,2002.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,7
Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.01,0.0,0.01,0.06,8
Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,7
Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,6
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,2004.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,9
Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,8
Rooms: The Main Building,Wii,2010.0,Adventure,Hudson Soft,0.06,0.0,0.0,0.0,0.06,
Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.06,
LEGO Batman: The Videogame,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,8
Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,8
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,7
Mercury Meltdown,PSP,2006.0,Action,Atari,0.05,0.01,0.0,0.01,0.06,8
Broken Sword: The Shadow of the Templars,Game Boy Advance,2002.0,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06,8
Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.06,4
Kelly Slater's Pro Surfer,GameCube,2002.0,Sports,Activision,0.05,0.01,0.0,0.0,0.06,8
Trapt,PlayStation 2,2005.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,8
Zendoku,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,
Jumper: Griffin's Story,Xbox 360,2008.0,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,3
Worms 3D,Xbox,2003.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,8
PoPoLoCrois,PSP,2005.0,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,8
Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,7
Dig Dug: Digging Strike,DS,2005.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06,7
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,8
Tron 2.0: Killer App,Xbox,2004.0,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06,4
Captain America: Super Soldier,Wii,,Action,Sega,0.05,0.0,0.0,0.0,0.06,7
The Fast and the Furious,PlayStation 2,2006.0,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,7
The History Channel: Battle for the Pacific,Xbox 360,2007.0,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,6
Racing Gears Advance,Game Boy Advance,2004.0,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,8
Tiger Woods PGA Tour 08,DS,2007.0,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,8
Honeycomb Beat,DS,2006.0,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,
The Saboteur,PC,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,8
Nanostray,DS,2005.0,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,8
CMT Presents: Karaoke Revolution Country,PlayStation 2,2006.0,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,
Fatal Frame,Xbox,2002.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,9
Urban Chaos: Riot Response,PlayStation 2,2006.0,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,8
Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,7
Resident Evil 2,GameCube,2003.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06,9
MLB Power Pros 2008,DS,2008.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.06,
Real Soccer 2009,DS,2008.0,Sports,Ubisoft,0.05,0.0,0.0,0.0,0.06,
Vampire Rain: Altered Species,PlayStation 3,2008.0,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,4
Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,8
Scurge: Hive,DS,2006.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,7
Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,0.0,0.05,0.0,0.01,0.06,7
Mana Khemia: Alchemists of Al-Revis,PlayStation 2,2007.0,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,8
Zone of the Enders: The Fist of Mars,Game Boy Advance,2001.0,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,8
Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,8
Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,6
Constantine,Xbox,2005.0,Action,SCi,0.04,0.01,0.0,0.0,0.06,7
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.06,8
Titan Quest,PC,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,8
Samurai Jack: The Shadow of Aku,PlayStation 2,2004.0,Action,Sega,0.03,0.02,0.0,0.01,0.06,8
Tsugunai: Atonement,PlayStation 2,2001.0,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0.0,0.06,9
Lost Kingdoms II,GameCube,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06,8
Aggressive Inline,GameCube,2002.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,8
Nights of Azure,PlayStation 4,2015.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,7
Viewtiful Joe: Red Hot Rumble,GameCube,2005.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06,7
The Lord of the Rings: The Battle for Middle-Earth II,Xbox 360,2006.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,8
Dungeon Explorer: Warriors of Ancient Arts,DS,2007.0,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06,
Pump It Up: Exceed,PlayStation 2,2005.0,Misc,Mastiff,0.03,0.02,0.0,0.01,0.06,8
Doki-Doki Universe,PlayStation Vita,2013.0,Adventure,Sony Computer Entertainment,0.01,0.04,0.0,0.01,0.06,5
Dr. Muto,Xbox,2002.0,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06,
Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,8
Tokyo Twilight Ghost Hunters,PlayStation 3,2014.0,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,6
F1 2010,PC,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06,7
The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.06,7
MotoGP,Game Boy Advance,2002.0,Racing,THQ,0.04,0.01,0.0,0.0,0.06,
ESPN International Winter Sports 2002,PlayStation 2,2002.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,
NBA Live 07,Xbox,2006.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,7
MX vs. ATV Supercross Encore,PlayStation 4,2015.0,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,4
Tom Clancy's Rainbow Six 3,GameCube,2004.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,7
Elemental Gearbolt,PlayStation,1997.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,
Grand Kingdom,PlayStation 4,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.03,0.0,0.06,7
V-Rally 3,PlayStation 2,2002.0,Racing,Atari,0.03,0.02,0.0,0.01,0.06,8
Whiplash,Xbox,2003.0,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06,
GRID,DS,,Racing,Codemasters,0.04,0.01,0.0,0.0,0.06,8
Amazing Island,GameCube,2004.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,7
Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,8
Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,7
Speed Kings,Xbox,2003.0,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,8
Rebelstar: Tactical Command,Game Boy Advance,2005.0,Strategy,Atari,0.04,0.01,0.0,0.0,0.05,8
IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,7
Gladiator: Sword of Vengeance,Xbox,2003.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,7
Unsolved Crimes,DS,2008.0,Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05,8
Virtua Tennis 3,PSP,2007.0,Sports,Sega,0.02,0.03,0.0,0.01,0.05,8
Bombastic,PlayStation 2,2002.0,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,7
Xiaolin Showdown,DS,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,
Dual Hearts,PlayStation 2,2002.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,
Mister Slime,DS,2008.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,
Wing Commander: Prophecy,Game Boy Advance,2003.0,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05,8
Marc Ecko's Getting Up: Contents Under Pressure,PlayStation 2,2006.0,Action,Atari,0.03,0.02,0.0,0.01,0.05,8
Sega Soccer Slam,Xbox,2002.0,Sports,Sega,0.04,0.01,0.0,0.0,0.05,8
Blood Omen 2,GameCube,2002.0,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05,8
Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,5
Carve,Xbox,2004.0,Racing,Global Star,0.04,0.01,0.0,0.0,0.05,
Dynasty Warriors 5,Xbox,2005.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05,8
Naval Ops: Commander,PlayStation 2,2004.0,Simulation,Tecmo Koei,0.03,0.02,0.0,0.01,0.05,
Rez,PlayStation 2,2001.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,8
MLB SlugFest 2006,Xbox,2006.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,
UEFA Euro 2004: Portugal,Xbox,2004.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,8
Lufia: The Ruins of Lore,Game Boy Advance,2002.0,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05,8
Dark Souls III,PC,2016.0,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05,8
Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,4
NFL Blitz Pro,Xbox,2003.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,7
Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,7
Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,8
Wakeboarding Unleashed Featuring Shaun Murray,Xbox,2003.0,Sports,Activision,0.04,0.01,0.0,0.0,0.05,7
Samurai Champloo: Sidetracked,PlayStation 2,2006.0,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05,7
Drill Dozer,Game Boy Advance,,Platform,Unknown,0.04,0.01,0.0,0.0,0.05,9
FIFA 17,PC,2016.0,Sports,Electronic Arts,0.0,0.05,0.0,0.0,0.05,4
King Arthur,Xbox,2004.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,
DoDonPachi Resurrection,Xbox 360,2010.0,Shooter,Rising Star Games,0.0,0.05,0.0,0.01,0.05,8
UEFA Champions League 2006-2007,Xbox 360,2007.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,8
Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05,7
The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05,6
Myst IV: Revelation,Xbox,2005.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05,
Culdcept Revolt,3DS,2016.0,Strategy,Nintendo,0.0,0.0,0.05,0.0,0.05,8
Toy Soldiers: War Chest,Xbox One,2015.0,Action,Ubisoft,0.05,0.0,0.0,0.01,0.05,8
Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05,
Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,8
Aliens in the Attic,DS,2009.0,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,7
Virtua Striker 2002,GameCube,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,0.05,7
Code Lyoko,DS,2007.0,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,7
Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,8
Tenchu: Dark Secret,DS,2006.0,Action,From Software,0.03,0.0,0.01,0.0,0.05,6
PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,8
Otogi 2: Immortal Warriors,Xbox,2003.0,Action,Sega,0.04,0.01,0.0,0.0,0.05,9
Legend of Kay,PlayStation 2,2005.0,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,8
Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,6
Fallout: Brotherhood of Steel,Xbox,2004.0,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,5
IndyCar Series,Xbox,2003.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,7
Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,7
Ultra Bust-A-Move,Xbox,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05,
Rally Fusion: Race of Champions,Xbox,2002.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05,
Pony Friends,DS,2007.0,Simulation,Eidos Interactive,0.0,0.05,0.0,0.01,0.05,7
Ferrari F355 Challenge,PlayStation 2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,6
Stranger of Sword City,PlayStation Vita,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.0,0.01,0.05,8
Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,8
Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,
Shifters,PlayStation 2,2002.0,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,6
Earth Defense Force 4.1: The Shadow of New Despair,PlayStation 4,2015.0,Shooter,Xseed Games,0.02,0.02,0.0,0.01,0.05,8
Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,8
Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,6
Sigma Star Saga,Game Boy Advance,2005.0,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,9
Assetto Corsa,PlayStation 4,2016.0,Racing,505 Games,0.0,0.04,0.0,0.01,0.05,6
Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,9
Ontamarama,DS,2007.0,Action,Atlus,0.05,0.0,0.0,0.0,0.05,
Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,9
Downforce,PlayStation 2,2002.0,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05,8
Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,8
Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05,3
Enemy Front,Xbox 360,2014.0,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.05,6
Sherlock Holmes: Crimes & Punishments,PC,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,8
Jenga World Tour,Wii,2007.0,Misc,Atari,0.05,0.0,0.0,0.0,0.05,3
Phantom Crash,Xbox,2002.0,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,8
Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,8
Yanya Caballista: City Skater,PlayStation 2,2001.0,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,6
The Typing of the Dead,Dreamcast,2000.0,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,8
